,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,clusters,cluster
693,159.0,2,60,1,0,0,pink
694,110.0,1,1,1,365,2,dark purple
695,399.0,4,20,1,0,0,pink
696,191.0,2,34,4,353,2,dark purple
697,75.0,14,27,1,255,2,dark purple
698,37.0,1,14,1,364,2,dark purple
699,42.0,2,69,2,17,0,pink
700,51.0,2,44,1,0,0,pink
701,29.0,1,422,3,300,2,dark purple
702,110.0,3,42,1,288,2,dark purple
703,41.0,1,19,1,0,0,pink
704,95.0,3,2,1,9,0,pink
705,39.0,1,14,1,53,0,pink
706,90.0,3,6,1,0,0,pink
707,84.0,3,96,1,55,0,pink
708,104.0,1,325,11,284,2,dark purple
709,89.0,20,0,3,53,0,pink
710,80.0,100,29,1,185,0,pink
711,49.0,12,103,4,114,0,pink
712,55.0,1,56,1,23,0,pink
713,800.0,2,6,1,107,2,dark purple
714,100.0,5,11,1,51,0,pink
715,90.0,30,71,1,268,2,dark purple
716,36.0,90,6,2,172,0,pink
717,70.0,7,0,1,173,0,pink
718,150.0,1,0,2,237,2,dark purple
719,275.0,1,2,2,206,2,dark purple
720,73.0,1,21,2,0,0,pink
721,39.0,7,8,2,341,2,dark purple
722,300.0,30,0,1,363,2,dark purple
723,48.0,1,29,2,176,0,pink
724,43.0,240,0,1,365,2,dark purple
725,89.0,7,15,1,0,0,pink
726,80.0,3,27,2,45,0,pink
727,35.0,2,65,8,344,2,dark purple
728,35.0,2,48,8,338,2,dark purple
729,65.0,3,32,1,0,0,pink
730,40.0,16,2,1,0,0,pink
731,85.0,120,20,1,24,0,pink
732,359.0,1,9,1,7,0,pink
733,80.0,2,33,1,64,0,pink
734,85.0,5,71,1,58,0,pink
735,560.0,1,70,21,53,0,pink
736,120.0,1,115,21,79,0,pink
737,37.0,2,415,4,9,0,pink
738,130.0,1,15,3,351,2,dark purple
739,60.0,2,165,1,69,0,pink
740,65.0,1,222,1,15,0,pink
741,25.0,1,23,1,0,0,pink
742,50.0,30,11,2,234,2,dark purple
743,39.0,2,29,1,109,0,pink
744,105.0,7,6,1,298,2,dark purple
745,274.0,1,35,1,300,2,dark purple
746,150.0,1,30,1,149,0,pink
747,42.0,1,15,1,365,2,dark purple
748,70.0,2,6,1,0,0,pink
749,122.0,1,224,2,143,0,pink
750,49.0,1,27,1,0,0,pink
751,70.0,84,1,2,268,2,dark purple
752,62.0,31,10,1,365,2,dark purple
753,150.0,2,15,1,3,0,pink
754,148.0,50,10,1,0,0,pink
755,235.0,5,6,1,363,2,dark purple
756,34.0,21,1,1,326,2,dark purple
757,85.0,2,34,1,2,0,pink
758,100.0,1,412,11,236,2,dark purple
759,100.0,1,0,1,28,0,pink
760,81.0,1,213,3,334,2,dark purple
761,46.0,1,8,1,87,0,pink
762,45.0,1,82,1,82,0,pink
763,75.0,2,16,1,0,0,pink
764,70.0,2,2,4,179,0,pink
765,65.0,2,19,1,0,0,pink
766,28.0,2,398,1,75,0,pink
767,75.0,90,0,1,227,2,dark purple
768,50.0,2,39,1,151,0,pink
769,49.0,2,35,2,20,0,pink
770,69.0,10,1,1,0,0,pink
771,126.0,3,37,1,0,0,pink
772,450.0,180,14,2,358,2,dark purple
773,30.0,90,1,1,1,0,pink
774,120.0,1,98,21,295,2,dark purple
775,100.0,1,0,1,0,0,pink
776,108.0,3,10,5,181,0,pink
777,139.0,3,6,5,267,2,dark purple
778,79.0,2,49,1,329,2,dark purple
779,81.0,1,210,3,337,2,dark purple
780,120.0,1,3,1,0,0,pink
781,200.0,3,18,2,0,0,pink
782,65.0,3,168,1,0,0,pink
783,78.0,1,60,2,365,2,dark purple
784,330.0,6,73,1,306,2,dark purple
785,260.0,2,119,1,175,2,dark purple
786,290.0,5,2,1,365,2,dark purple
787,100.0,1,14,6,347,2,dark purple
788,51.0,3,13,1,225,2,dark purple
789,240.0,1,4,2,365,2,dark purple
790,107.0,7,0,1,83,0,pink
791,402.0,3,6,1,365,2,dark purple
792,49.0,1,87,1,11,0,pink
793,83.0,14,26,1,357,2,dark purple
794,19.0,1,102,2,0,0,pink
795,55.0,7,16,2,364,2,dark purple
796,80.0,2,37,1,23,0,pink
797,490.0,3,60,1,326,2,dark purple
798,137.0,1,66,1,0,0,pink
799,128.0,3,98,1,0,0,pink
800,253.0,3,30,1,0,0,pink
801,70.0,2,18,1,55,0,pink
802,91.0,2,179,1,196,2,dark purple
803,80.0,4,21,1,0,0,pink
804,69.0,2,39,1,121,0,pink
805,96.0,1,209,1,0,0,pink
806,70.0,2,2,1,41,0,pink
807,250.0,2,44,1,149,0,pink
808,250.0,20,3,1,362,2,dark purple
809,89.0,2,107,1,2,0,pink
810,80.0,90,0,2,328,2,dark purple
811,550.0,10,0,1,283,2,dark purple
812,120.0,3,2,1,365,2,dark purple
813,49.0,30,0,1,83,0,pink
814,70.0,3,49,2,81,0,pink
815,180.0,3,7,1,364,2,dark purple
816,39.0,2,356,4,29,0,pink
817,130.0,1,5,2,364,2,dark purple
818,145.0,3,71,1,240,2,dark purple
819,85.0,2,107,1,336,2,dark purple
820,55.0,2,5,4,10,0,pink
821,92.0,2,14,5,365,2,dark purple
822,49.0,1,64,1,267,2,dark purple
823,47.0,3,57,1,0,0,pink
824,105.0,2,51,1,82,0,pink
825,49.0,1,14,2,3,0,pink
826,39.0,20,4,1,92,0,pink
827,100.0,2,26,3,141,0,pink
828,93.0,2,231,1,87,0,pink
829,60.0,1,25,1,0,0,pink
830,300.0,1,0,1,364,2,dark purple
831,41.0,1,113,2,343,2,dark purple
832,64.0,2,3,1,41,0,pink
833,166.0,183,28,1,326,2,dark purple
834,40.0,2,17,1,365,2,dark purple
835,100.0,8,2,1,365,2,dark purple
836,71.0,1,86,1,93,0,pink
837,75.0,7,0,1,0,0,pink
838,200.0,2,19,1,7,0,pink
839,64.0,2,7,1,41,0,pink
840,79.0,1,13,2,16,0,pink
841,53.0,2,66,1,25,0,pink
842,30.0,30,8,1,0,0,pink
843,65.0,20,20,1,66,0,pink
844,61.0,2,41,1,0,0,pink
845,60.0,85,51,8,7,0,pink
846,47.0,1,170,2,0,0,pink
847,110.0,20,5,3,32,0,pink
848,16.0,30,11,1,115,0,pink
849,80.0,2,3,1,178,0,pink
850,55.0,4,26,1,38,0,pink
851,190.0,4,142,1,307,2,dark purple
852,100.0,1,2,1,358,2,dark purple
853,199.0,2,93,1,89,0,pink
854,130.0,1,9,2,365,2,dark purple
855,450.0,2,1,1,89,0,pink
856,37.0,2,361,4,9,0,pink
857,127.0,1,8,1,176,0,pink
858,55.0,2,46,1,88,0,pink
859,125.0,3,20,1,0,0,pink
860,36.0,2,152,1,325,2,dark purple
861,40.0,1,31,2,328,2,dark purple
862,35.0,12,44,1,178,0,pink
863,60.0,365,9,1,145,0,pink
864,80.0,3,4,1,1,0,pink
865,75.0,2,15,2,142,0,pink
866,126.0,2,27,1,0,0,pink
867,196.0,2,10,5,261,2,dark purple
868,600.0,2,0,1,88,0,pink
869,37.0,3,205,1,172,0,pink
870,125.0,1,112,21,66,0,pink
871,52.0,1,86,1,144,0,pink
872,80.0,1,3,1,23,0,pink
873,135.0,2,4,1,365,2,dark purple
874,159.0,1,0,1,364,2,dark purple
875,150.0,4,0,1,365,2,dark purple
876,400.0,1,0,1,365,2,dark purple
877,50.0,2,31,1,357,2,dark purple
878,49.0,7,20,2,0,0,pink
879,57.0,5,77,3,365,2,dark purple
880,55.0,1,41,1,179,0,pink
881,45.0,60,9,1,0,0,pink
882,80.0,3,3,1,359,2,dark purple
883,109.0,1,7,1,365,2,dark purple
884,55.0,1,382,1,303,2,dark purple
885,96.0,30,0,26,364,2,dark purple
886,275.0,1,10,1,0,0,pink
887,240.0,8,2,1,21,0,pink
888,39.0,2,11,1,0,0,pink
889,240.0,2,10,2,90,0,pink
890,149.0,60,8,3,239,2,dark purple
891,48.0,3,37,1,25,0,pink
892,80.0,2,3,1,180,0,pink
893,100.0,1,0,1,364,2,dark purple
894,80.0,3,37,2,358,2,dark purple
895,186.0,3,103,1,19,0,pink
896,89.0,30,1,26,364,2,dark purple
897,100.0,2,0,1,89,0,pink
898,67.0,6,66,3,365,2,dark purple
899,46.0,3,41,1,149,0,pink
900,100.0,1,0,1,365,2,dark purple
901,47.0,15,0,1,362,2,dark purple
902,38.0,7,13,2,103,0,pink
903,70.0,1,41,1,364,2,dark purple
904,100.0,1,67,1,365,2,dark purple
905,99.0,1,1,1,365,2,dark purple
906,180.0,7,0,1,88,0,pink
907,125.0,1,41,1,364,2,dark purple
908,65.0,1,267,1,84,0,pink
909,39.0,21,12,1,52,0,pink
910,59.0,2,207,2,146,0,pink
911,566.0,6,5,1,32,0,pink
912,200.0,4,2,1,362,2,dark purple
913,50.0,1,0,1,30,0,pink
914,29.0,21,45,4,298,2,dark purple
915,398.0,7,4,1,1,0,pink
916,300.0,2,35,1,349,2,dark purple
917,99.0,2,6,1,36,0,pink
918,32.0,21,35,2,23,0,pink
919,350.0,2,16,1,82,0,pink
920,146.0,3,1,1,363,2,dark purple
921,59.0,1,47,3,0,0,pink
922,35.0,2,170,2,331,2,dark purple
923,50.0,1,5,1,0,0,pink
924,65.0,2,43,1,193,2,dark purple
925,250.0,1,277,1,221,2,dark purple
926,65.0,4,12,1,264,2,dark purple
927,180.0,3,0,1,177,2,dark purple
928,85.0,1,16,1,341,2,dark purple
929,70.0,60,4,1,358,2,dark purple
930,79.0,3,2,1,179,0,pink
931,65.0,1,100,1,218,2,dark purple
932,100.0,1,6,1,179,0,pink
933,55.0,2,44,3,174,0,pink
934,114.0,1,172,21,60,0,pink
935,89.0,30,1,26,364,2,dark purple
936,49.0,2,47,3,27,0,pink
937,65.0,3,47,2,0,0,pink
938,86.0,5,43,2,0,0,pink
939,140.0,3,37,1,80,0,pink
940,30.0,1,62,1,364,2,dark purple
941,110.0,3,23,1,156,0,pink
942,99.0,8,0,1,84,0,pink
943,58.0,1,64,3,298,2,dark purple
944,186.0,3,87,1,139,0,pink
945,257.0,2,0,1,365,2,dark purple
946,199.0,1,8,1,364,2,dark purple
947,85.0,4,16,1,16,0,pink
948,110.0,4,25,1,2,0,pink
949,70.0,1,13,1,180,0,pink
950,125.0,3,3,1,362,2,dark purple
951,49.0,1,174,2,345,2,dark purple
952,789.0,2,10,1,0,0,pink
953,150.0,3,6,1,89,0,pink
954,267.0,3,98,1,138,0,pink
955,122.0,2,50,1,361,2,dark purple
956,90.0,3,36,1,63,0,pink
957,109.0,3,4,1,268,2,dark purple
958,180.0,1,0,1,364,2,dark purple
959,55.0,1,8,1,90,0,pink
960,85.0,2,46,1,117,0,pink
961,132.0,4,13,1,0,0,pink
962,175.0,3,0,1,357,2,dark purple
963,76.0,5,13,1,87,0,pink
964,85.0,1,174,1,259,2,dark purple
965,79.0,1,1,2,365,2,dark purple
966,21.0,28,5,1,297,2,dark purple
967,130.0,1,8,1,364,2,dark purple
968,250.0,10,16,1,1,0,pink
969,76.0,1,25,1,32,0,pink
970,131.0,2,92,2,180,2,dark purple
971,81.0,2,257,5,80,0,pink
972,114.0,1,269,21,86,0,pink
973,63.0,3,158,1,81,0,pink
974,95.0,2,9,1,51,0,pink
975,55.0,1,36,1,187,0,pink
976,183.0,3,22,1,164,0,pink
977,90.0,2,0,1,365,2,dark purple
978,28.0,3,97,1,292,2,dark purple
979,159.0,2,13,1,365,2,dark purple
980,40.0,1,18,1,354,2,dark purple
981,72.0,2,22,1,0,0,pink
982,179.0,2,14,2,89,0,pink
983,85.0,5,1,1,364,2,dark purple
984,500.0,1,0,1,365,2,dark purple
985,100.0,1,0,1,363,2,dark purple
986,120.0,1,4,1,364,2,dark purple
987,400.0,2,3,1,40,0,pink
988,33.0,1,86,4,365,2,dark purple
989,100.0,5,5,1,0,0,pink
990,300.0,3,9,1,364,2,dark purple
991,130.0,1,8,1,365,2,dark purple
992,50.0,1,4,1,364,2,dark purple
993,100.0,1,14,1,180,0,pink
994,300.0,2,9,1,364,2,dark purple
995,55.0,2,6,1,90,0,pink
996,80.0,1,5,2,365,2,dark purple
997,31.0,2,20,1,0,0,pink
998,100.0,2,0,1,89,0,pink
999,56.0,60,16,2,269,2,dark purple
1000,60.0,7,20,2,53,0,pink
1001,50.0,1,2,1,0,0,pink
1002,120.0,1,182,21,70,0,pink
1003,45.0,3,4,2,0,0,pink
1004,80.0,2,3,1,41,0,pink
1005,300.0,30,1,1,90,0,pink
1006,80.0,1,2,1,89,0,pink
1007,120.0,1,185,21,285,2,dark purple
1008,99.0,1,12,2,362,2,dark purple
1009,100.0,15,0,1,80,0,pink
1010,139.0,2,208,1,69,0,pink
1011,98.0,3,83,1,143,0,pink
1012,101.0,30,0,26,365,2,dark purple
1013,85.0,5,0,1,0,0,pink
1014,45.0,2,104,1,5,0,pink
1015,50.0,3,14,1,0,0,pink
1016,90.0,100,2,1,90,0,pink
1017,250.0,90,4,1,358,2,dark purple
1018,190.0,3,36,1,337,2,dark purple
1019,450.0,1,1,1,365,2,dark purple
1020,210.0,2,32,1,84,0,pink
1021,45.0,14,75,1,46,0,pink
1022,145.0,1,0,2,179,2,dark purple
1023,110.0,2,5,1,90,0,pink
1024,60.0,30,4,1,88,0,pink
1025,65.0,1,0,1,82,0,pink
1026,165.0,1,9,1,365,2,dark purple
1027,45.0,2,16,1,357,2,dark purple
1028,98.0,4,16,1,280,2,dark purple
1029,25.0,3,29,3,0,0,pink
1030,144.0,2,20,1,0,0,pink
1031,67.0,2,4,1,0,0,pink
1032,35.0,5,91,1,182,0,pink
1033,89.0,30,0,26,364,2,dark purple
1034,171.0,30,0,26,89,0,pink
1035,85.0,2,9,1,0,0,pink
1036,850.0,1,1,1,90,2,dark purple
1037,102.0,2,15,1,0,0,pink
1038,70.0,7,7,1,70,0,pink
1039,66.0,7,1,1,0,0,pink
1040,39.0,30,199,2,0,0,pink
1041,59.0,2,232,1,57,0,pink
1042,191.0,3,15,1,10,0,pink
1043,24.0,5,285,1,19,0,pink
1044,48.0,2,4,1,328,2,dark purple
1045,1500.0,3,0,1,365,2,dark purple
1046,457.0,1,28,1,355,2,dark purple
1047,79.0,180,3,2,298,2,dark purple
1048,39.0,3,32,1,298,2,dark purple
1049,72.0,100,3,4,326,2,dark purple
1050,22.0,80,0,1,178,0,pink
1051,55.0,1,54,1,345,2,dark purple
1052,59.0,3,2,1,82,0,pink
1053,99.0,4,6,1,60,0,pink
1054,58.0,2,1,1,41,0,pink
1055,45.0,7,9,1,0,0,pink
1056,49.0,3,81,1,35,0,pink
1057,43.0,1,26,1,163,0,pink
1058,200.0,2,188,1,0,0,pink
1059,85.0,2,1,1,0,0,pink
1060,126.0,7,8,2,178,0,pink
1061,80.0,5,4,1,79,0,pink
1062,37.0,3,14,2,34,0,pink
1063,132.0,3,11,1,346,2,dark purple
1064,95.0,30,0,8,365,2,dark purple
1065,86.0,30,0,8,365,2,dark purple
1066,40.0,120,1,1,89,0,pink
1067,32.0,1,6,1,0,0,pink
1068,68.0,120,20,1,267,2,dark purple
1069,115.0,3,5,1,0,0,pink
1070,161.0,1,61,3,312,2,dark purple
1071,94.0,30,0,8,364,2,dark purple
1072,102.0,30,4,1,87,0,pink
1073,60.0,3,0,2,0,0,pink
1074,600.0,1,3,1,88,0,pink
1075,165.0,4,15,1,358,2,dark purple
1076,59.0,2,84,1,72,0,pink
1077,65.0,3,120,1,51,0,pink
1078,80.0,2,11,1,177,0,pink
1079,59.0,3,26,3,269,2,dark purple
1080,41.0,180,1,4,299,2,dark purple
1081,110.0,2,24,1,0,0,pink
1082,80.0,30,1,8,364,2,dark purple
1083,75.0,2,6,2,0,0,pink
1084,71.0,2,10,6,0,0,pink
1085,35.0,3,10,2,91,0,pink
1086,59.0,2,4,6,0,0,pink
1087,59.0,4,28,1,0,0,pink
1088,75.0,5,9,1,23,0,pink
1089,250.0,5,8,1,0,0,pink
1090,165.0,28,3,26,315,2,dark purple
1091,128.0,2,24,2,180,2,dark purple
1092,303.0,1,184,3,280,2,dark purple
1093,85.0,30,0,26,365,2,dark purple
1094,70.0,4,3,1,87,0,pink
1095,89.0,30,0,26,364,2,dark purple
1096,200.0,2,1,1,0,0,pink
1097,80.0,60,0,1,140,0,pink
1098,60.0,2,5,1,0,0,pink
1099,555.0,1,133,11,243,2,dark purple
1100,45.0,2,26,1,51,0,pink
1101,85.0,30,117,1,28,0,pink
1102,88.0,2,7,1,82,0,pink
1103,79.0,3,74,1,337,2,dark purple
1104,68.0,4,87,1,163,0,pink
1105,40.0,20,4,1,0,0,pink
1106,35.0,3,140,1,140,0,pink
1107,149.0,14,28,1,298,2,dark purple
1108,138.0,2,8,1,70,0,pink
1109,150.0,4,22,1,0,0,pink
1110,54.0,1,17,2,0,0,pink
1111,110.0,5,0,1,179,0,pink
1112,72.0,2,17,1,29,0,pink
1113,80.0,1,40,1,88,0,pink
1114,42.0,180,5,4,32,0,pink
1115,249.0,4,9,1,362,2,dark purple
1116,90.0,2,0,1,0,0,pink
1117,69.0,4,97,1,0,0,pink
1118,85.0,30,0,26,180,0,pink
1119,145.0,90,3,3,143,0,pink
1120,37.0,2,103,1,0,0,pink
1121,103.0,3,5,1,5,0,pink
1122,99.0,2,280,1,163,0,pink
1123,40.0,1,22,1,357,2,dark purple
1124,79.0,5,14,1,0,0,pink
1125,36.0,178,0,4,110,0,pink
1126,90.0,2,7,1,0,0,pink
1127,85.0,30,0,26,365,2,dark purple
1128,49.0,28,17,1,75,0,pink
1129,82.0,2,12,6,0,0,pink
1130,66.0,2,1,6,0,0,pink
1131,145.0,2,87,1,117,0,pink
1132,45.0,1,64,1,320,2,dark purple
1133,75.0,4,32,1,51,0,pink
1134,295.0,1,4,2,353,2,dark purple
1135,41.0,1,114,2,0,0,pink
1136,80.0,2,125,1,0,0,pink
1137,15.0,2,15,1,0,0,pink
1138,55.0,1,132,1,88,0,pink
1139,57.0,1,20,1,146,0,pink
1140,50.0,1,5,1,83,0,pink
1141,76.0,7,1,1,260,2,dark purple
1142,59.0,2,0,1,41,0,pink
1143,48.0,3,63,1,24,0,pink
1144,25.0,1,12,1,90,0,pink
1145,60.0,2,1,1,358,2,dark purple
1146,108.0,4,13,1,0,0,pink
1147,110.0,90,0,1,151,0,pink
1148,65.0,1,50,1,179,0,pink
1149,500.0,2,1,2,365,2,dark purple
1150,48.0,100,0,4,363,2,dark purple
1151,42.0,100,1,4,361,2,dark purple
1152,55.0,2,6,1,0,0,pink
1153,499.0,1,0,1,365,2,dark purple
1154,49.0,14,1,1,0,0,pink
1155,47.0,1,66,2,80,0,pink
1156,244.0,1,273,2,196,2,dark purple
1157,60.0,2,46,1,0,0,pink
1158,34.0,1,61,2,51,0,pink
1159,84.0,30,0,8,365,2,dark purple
1160,250.0,2,66,1,177,2,dark purple
1161,36.0,20,3,2,176,0,pink
1162,100.0,2,10,1,179,0,pink
1163,70.0,1,12,4,365,2,dark purple
1164,75.0,4,19,1,34,0,pink
1165,40.0,1,34,1,48,0,pink
1166,72.0,100,2,4,245,2,dark purple
1167,60.0,2,14,1,51,0,pink
1168,49.0,2,108,2,82,0,pink
1169,89.0,28,1,26,364,2,dark purple
1170,65.0,5,4,1,0,0,pink
1171,190.0,5,8,1,82,0,pink
1172,119.0,4,12,1,0,0,pink
1173,50.0,1,27,2,71,0,pink
1174,80.0,1,36,1,1,0,pink
1175,90.0,2,9,1,0,0,pink
1176,50.0,30,5,2,320,2,dark purple
1177,75.0,1,144,1,44,0,pink
1178,119.0,2,100,1,190,2,dark purple
1179,126.0,2,24,1,0,0,pink
1180,102.0,7,34,1,153,0,pink
1181,69.0,2,1,1,67,0,pink
1182,59.0,2,24,1,0,0,pink
1183,280.0,2,3,2,69,0,pink
1184,50.0,30,9,2,320,2,dark purple
1185,125.0,30,5,1,16,0,pink
1186,60.0,1,1,1,364,2,dark purple
1187,64.0,2,29,1,87,0,pink
1188,54.0,2,1,1,0,0,pink
1189,72.0,5,7,1,0,0,pink
1190,85.0,5,11,1,179,0,pink
1191,109.0,14,1,1,90,0,pink
1192,179.0,1,54,1,59,0,pink
1193,94.0,30,0,8,364,2,dark purple
1194,160.0,2,193,3,323,2,dark purple
1195,78.0,2,1,1,0,0,pink
1196,50.0,3,1,1,101,0,pink
1197,59.0,2,23,1,0,0,pink
1198,60.0,29,10,1,0,0,pink
1199,82.0,7,29,1,6,0,pink
1200,115.0,1,4,1,178,0,pink
1201,27.0,6,25,1,309,2,dark purple
1202,40.0,3,15,1,0,0,pink
1203,51.0,2,45,1,253,2,dark purple
1204,100.0,2,18,2,180,0,pink
1205,70.0,5,6,1,2,0,pink
1206,100.0,2,9,1,51,0,pink
1207,72.0,2,5,1,89,0,pink
1208,45.0,2,54,1,0,0,pink
1209,150.0,3,7,1,4,0,pink
1210,53.0,2,39,1,113,0,pink
1211,45.0,5,7,1,1,0,pink
1212,119.0,7,9,1,82,0,pink
1213,165.0,2,2,1,178,2,dark purple
1214,400.0,2,5,2,365,2,dark purple
1215,108.0,2,19,1,0,0,pink
1216,51.0,1,12,2,87,0,pink
1217,90.0,5,18,1,173,0,pink
1218,49.0,1,52,1,71,0,pink
1219,150.0,1,5,1,88,0,pink
1220,145.0,3,66,1,28,0,pink
1221,45.0,25,20,5,0,0,pink
1222,178.0,3,1,1,364,2,dark purple
1223,60.0,2,1,1,17,0,pink
1224,79.0,7,15,1,7,0,pink
1225,50.0,2,11,1,0,0,pink
1226,99.0,2,58,1,287,2,dark purple
1227,56.0,2,63,3,296,2,dark purple
1228,49.0,2,5,1,0,0,pink
1229,185.0,3,3,1,5,0,pink
1230,60.0,1,17,2,81,0,pink
1231,70.0,4,5,1,119,0,pink
1232,45.0,2,11,1,89,0,pink
1233,72.0,30,2,26,365,2,dark purple
1234,127.0,1,99,21,52,0,pink
1235,200.0,2,2,2,362,2,dark purple
1236,65.0,5,5,1,0,0,pink
1237,87.0,1,161,8,324,2,dark purple
1238,40.0,3,3,4,364,2,dark purple
1239,45.0,3,8,4,365,2,dark purple
1240,35.0,3,1,4,364,2,dark purple
1241,68.0,1,12,1,0,0,pink
1242,89.0,1,172,8,274,2,dark purple
1243,150.0,1,6,1,363,2,dark purple
1244,1450.0,3,12,1,360,2,dark purple
1245,360.0,3,38,1,82,0,pink
1246,45.0,1,3,1,51,0,pink
1247,59.0,17,0,1,173,0,pink
1248,111.0,2,20,3,168,0,pink
1249,90.0,180,0,1,180,0,pink
1250,49.0,6,0,1,0,0,pink
1251,78.0,2,4,1,0,0,pink
1252,37.0,3,58,1,326,2,dark purple
1253,56.0,2,101,1,345,2,dark purple
1254,89.0,1,40,1,170,0,pink
1255,259.0,5,3,1,0,0,pink
1256,35.0,30,0,1,358,2,dark purple
1257,245.0,1,36,9,304,2,dark purple
1258,87.0,1,182,8,352,2,dark purple
1259,125.0,3,9,1,0,0,pink
1260,59.0,1,8,1,0,0,pink
1261,120.0,1,6,1,364,2,dark purple
1262,40.0,2,217,1,165,0,pink
1263,96.0,2,47,1,0,0,pink
1264,150.0,5,4,1,60,0,pink
1265,47.0,2,15,1,0,0,pink
1266,450.0,2,143,3,277,2,dark purple
1267,90.0,1,19,1,355,2,dark purple
1268,62.0,2,34,1,0,0,pink
1269,49.0,4,6,2,52,0,pink
1270,34.0,1,129,1,0,0,pink
1271,290.0,2,7,1,362,2,dark purple
1272,78.0,10,2,1,14,0,pink
1273,199.0,4,14,1,364,2,dark purple
1274,44.0,5,8,1,1,0,pink
1275,227.0,7,13,2,64,0,pink
1276,50.0,2,127,2,72,0,pink
1277,101.0,1,78,2,15,0,pink
1278,43.0,20,5,1,176,0,pink
1279,380.0,4,2,1,177,2,dark purple
1280,44.0,2,110,1,45,0,pink
1281,40.0,1,82,2,328,2,dark purple
1282,60.0,2,47,1,121,0,pink
1283,104.0,2,76,1,242,2,dark purple
1284,240.0,7,3,1,0,0,pink
1285,65.0,1,33,3,109,0,pink
1286,80.0,3,1,1,364,2,dark purple
1287,80.0,14,2,1,177,0,pink
1288,51.0,5,6,1,0,0,pink
1289,75.0,2,27,1,82,0,pink
1290,30.0,7,7,2,0,0,pink
1291,100.0,1,2,2,89,0,pink
1292,96.0,10,0,1,324,2,dark purple
1293,98.0,2,0,1,89,0,pink
1294,195.0,1,0,4,364,2,dark purple
1295,180.0,5,18,2,35,0,pink
1296,150.0,4,16,1,355,2,dark purple
1297,99.0,2,7,1,82,0,pink
1298,150.0,1,11,1,179,2,dark purple
1299,145.0,1,61,2,221,2,dark purple
1300,135.0,2,222,1,334,2,dark purple
1301,250.0,2,0,1,89,0,pink
1302,90.0,1,49,1,121,0,pink
1303,185.0,3,128,1,146,0,pink
1304,84.0,1,8,1,90,0,pink
1305,150.0,1,1,1,88,0,pink
1306,132.0,1,10,1,89,0,pink
1307,60.0,14,10,2,158,0,pink
1308,125.0,20,2,1,89,0,pink
1309,174.0,1,23,1,88,0,pink
1310,70.0,15,7,2,90,0,pink
1311,145.0,3,101,2,1,0,pink
1312,420.0,3,3,1,362,2,dark purple
1313,90.0,2,2,1,3,0,pink
1314,90.0,2,2,1,0,0,pink
1315,115.0,2,1,1,89,0,pink
1316,30.0,2,116,2,162,0,pink
1317,150.0,2,1,1,89,0,pink
1318,200.0,2,1,1,87,0,pink
1319,240.0,2,7,1,0,0,pink
1320,250.0,3,5,1,90,0,pink
1321,100.0,3,4,1,90,0,pink
1322,55.0,1,45,1,141,0,pink
1323,100.0,5,7,1,172,0,pink
1324,69.0,3,8,2,51,0,pink
1325,38.0,1,25,3,52,0,pink
1326,88.0,1,12,2,8,0,pink
1327,180.0,3,9,1,0,0,pink
1328,120.0,7,13,1,0,0,pink
1329,66.0,2,22,1,0,0,pink
1330,150.0,1,3,1,364,2,dark purple
1331,180.0,4,8,1,15,0,pink
1332,145.0,3,18,1,0,0,pink
1333,100.0,10,6,1,83,0,pink
1334,199.0,180,34,2,81,0,pink
1335,109.0,3,12,1,365,2,dark purple
1336,60.0,2,6,8,345,2,dark purple
1337,350.0,3,24,3,79,0,pink
1338,130.0,2,9,1,179,0,pink
1339,40.0,3,1,1,0,0,pink
1340,90.0,2,8,1,0,0,pink
1341,85.0,20,9,1,0,0,pink
1342,200.0,1,0,1,90,0,pink
1343,39.0,2,187,3,79,0,pink
1344,88.0,1,1,1,89,0,pink
1345,250.0,3,2,1,88,0,pink
1346,66.0,2,62,1,0,0,pink
1347,38.0,1,248,1,0,0,pink
1348,95.0,2,8,1,0,0,pink
1349,179.0,4,67,1,4,0,pink
1350,565.0,3,11,1,0,0,pink
1351,35.0,2,35,1,172,0,pink
1352,150.0,1,2,1,88,0,pink
1353,95.0,3,9,1,0,0,pink
1354,75.0,1,1,1,90,0,pink
1355,350.0,3,1,1,180,2,dark purple
1356,43.0,6,16,1,0,0,pink
1357,72.0,2,46,1,0,0,pink
1358,100.0,3,8,1,0,0,pink
1359,300.0,4,5,1,363,2,dark purple
1360,157.0,2,174,3,327,2,dark purple
1361,39.0,1,70,1,0,0,pink
1362,200.0,3,0,1,364,2,dark purple
1363,170.0,2,1,1,364,2,dark purple
1364,125.0,2,8,1,51,0,pink
1365,150.0,3,1,1,172,0,pink
1366,59.0,1,53,3,0,0,pink
1367,59.0,1,63,3,0,0,pink
1368,153.0,2,0,1,89,0,pink
1369,80.0,1,4,1,88,0,pink
1370,39.0,2,15,1,238,2,dark purple
1371,121.0,1,26,1,0,0,pink
1372,240.0,3,2,1,87,0,pink
1373,165.0,2,15,1,82,0,pink
1374,170.0,4,4,2,348,2,dark purple
1375,65.0,3,24,1,269,2,dark purple
1376,55.0,2,1,1,363,2,dark purple
1377,80.0,2,3,1,364,2,dark purple
1378,89.0,3,0,1,168,0,pink
1379,35.0,2,47,1,87,0,pink
1380,81.0,1,222,3,151,0,pink
1381,90.0,2,1,1,87,0,pink
