,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,clusters,cluster
1382,250.0,1,3,1,90,0,pink
1383,175.0,3,4,1,178,2,dark purple
1384,66.0,4,7,1,0,0,pink
1385,35.0,1,22,1,21,0,pink
1386,138.0,3,55,1,82,0,pink
1387,48.0,1,224,3,84,0,pink
1388,85.0,6,24,1,363,2,dark purple
1389,120.0,7,8,2,0,0,pink
1390,65.0,5,2,2,364,2,dark purple
1391,79.0,7,1,2,365,2,dark purple
1392,50.0,10,37,4,237,2,dark purple
1393,100.0,2,9,1,82,0,pink
1394,96.0,2,28,1,0,0,pink
1395,40.0,30,0,1,146,0,pink
1396,79.0,3,21,3,83,0,pink
1397,88.0,3,33,1,28,0,pink
1398,400.0,2,0,1,89,0,pink
1399,40.0,1,6,1,163,0,pink
1400,95.0,2,4,1,90,0,pink
1401,96.0,300,17,1,363,2,dark purple
1402,125.0,1,7,1,89,0,pink
1403,78.0,2,2,1,0,0,pink
1404,79.0,3,17,3,81,0,pink
1405,55.0,14,51,1,79,0,pink
1406,50.0,1,14,1,177,0,pink
1407,130.0,2,13,1,0,0,pink
1408,119.0,2,7,1,0,0,pink
1409,45.0,10,29,1,30,0,pink
1410,150.0,3,8,1,0,0,pink
1411,300.0,1,5,1,83,0,pink
1412,84.0,2,29,1,15,0,pink
1413,399.0,1,2,1,0,0,pink
1414,58.0,2,73,1,115,0,pink
1415,79.0,2,16,1,298,2,dark purple
1416,180.0,1,1,1,364,2,dark purple
1417,70.0,1,2,1,145,0,pink
1418,240.0,3,25,1,155,0,pink
1419,72.0,2,10,1,89,0,pink
1420,86.0,2,14,1,362,2,dark purple
1421,87.0,2,93,3,331,2,dark purple
1422,99.0,1,14,1,89,0,pink
1423,101.0,2,13,1,88,0,pink
1424,80.0,3,7,1,179,0,pink
1425,52.0,2,51,3,336,2,dark purple
1426,105.0,1,12,1,364,2,dark purple
1427,73.0,1,13,1,0,0,pink
1428,40.0,1,87,1,0,0,pink
1429,200.0,183,62,1,0,0,pink
1430,50.0,1,83,1,27,0,pink
1431,150.0,2,0,1,90,0,pink
1432,473.0,30,0,1,269,2,dark purple
1433,75.0,1,1,2,179,0,pink
1434,99.0,4,0,1,82,0,pink
1435,200.0,2,27,1,363,2,dark purple
1436,112.0,2,69,1,6,0,pink
1437,100.0,1,9,1,90,0,pink
1438,305.0,2,9,1,364,2,dark purple
1439,100.0,1,4,1,173,0,pink
1440,450.0,4,0,1,88,0,pink
1441,70.0,1,22,1,90,0,pink
1442,60.0,1,16,1,84,0,pink
1443,84.0,2,12,1,0,0,pink
1444,152.0,7,3,1,108,0,pink
1445,140.0,2,0,1,90,0,pink
1446,68.0,3,2,1,172,0,pink
1447,70.0,5,27,2,0,0,pink
1448,49.0,1,11,4,365,2,dark purple
1449,180.0,5,8,1,365,2,dark purple
1450,150.0,4,13,1,178,2,dark purple
1451,35.0,30,6,2,0,0,pink
1452,55.0,2,51,1,50,0,pink
1453,65.0,81,0,1,83,0,pink
1454,87.0,1,3,2,179,0,pink
1455,49.0,7,13,1,0,0,pink
1456,39.0,4,6,1,0,0,pink
1457,179.0,6,5,1,327,2,dark purple
1458,75.0,2,25,2,8,0,pink
1459,56.0,15,7,1,364,2,dark purple
1460,80.0,60,0,1,122,0,pink
1461,120.0,1,11,1,0,0,pink
1462,46.0,29,22,5,181,0,pink
1463,60.0,3,2,1,52,0,pink
1464,48.0,1,9,3,276,2,dark purple
1465,55.0,2,0,1,0,0,pink
1466,96.0,2,16,2,0,0,pink
1467,120.0,1,0,1,363,2,dark purple
1468,53.0,3,2,1,172,0,pink
1469,120.0,2,25,1,285,2,dark purple
1470,60.0,1,7,1,0,0,pink
1471,299.0,2,4,1,90,0,pink
1472,55.0,3,13,1,0,0,pink
1473,35.0,5,4,1,51,0,pink
1474,145.0,5,15,1,300,2,dark purple
1475,79.0,4,7,1,231,2,dark purple
1476,163.0,20,14,3,0,0,pink
1477,115.0,3,30,1,57,0,pink
1478,200.0,3,8,1,364,2,dark purple
1479,45.0,5,2,1,288,2,dark purple
1480,50.0,1,0,1,73,0,pink
1481,94.0,2,13,2,0,0,pink
1482,296.0,1,139,3,281,2,dark purple
1483,47.0,1,6,1,364,2,dark purple
1484,100.0,1,1,1,178,0,pink
1485,50.0,1,0,1,89,0,pink
1486,114.0,2,6,1,0,0,pink
1487,400.0,3,0,1,90,0,pink
1488,96.0,3,9,1,50,0,pink
1489,125.0,4,16,1,157,0,pink
1490,150.0,3,76,1,162,0,pink
1491,55.0,2,25,1,0,0,pink
1492,115.0,5,38,1,47,0,pink
1493,42.0,2,38,2,107,0,pink
1494,650.0,1,37,2,0,0,pink
1495,96.0,2,49,2,82,0,pink
1496,84.0,2,6,1,0,0,pink
1497,49.0,180,26,2,326,2,dark purple
1498,290.0,3,0,1,0,0,pink
1499,44.0,4,11,2,167,0,pink
1500,78.0,3,2,1,0,0,pink
1501,140.0,7,18,1,114,0,pink
1502,65.0,180,3,1,341,2,dark purple
1503,35.0,2,38,8,346,2,dark purple
1504,38.0,3,93,1,38,0,pink
1505,185.0,2,15,1,301,2,dark purple
1506,162.0,1,197,2,197,2,dark purple
1507,125.0,4,2,1,0,0,pink
1508,34.0,1,11,1,2,0,pink
1509,300.0,4,7,1,358,2,dark purple
1510,89.0,2,11,1,51,0,pink
1511,107.0,1,277,4,304,2,dark purple
1512,120.0,4,12,1,0,0,pink
1513,89.0,3,23,1,0,0,pink
1514,32.0,14,30,5,316,2,dark purple
1515,307.0,1,122,2,252,2,dark purple
1516,50.0,5,8,1,0,0,pink
1517,47.0,2,45,2,241,2,dark purple
1518,135.0,7,26,1,179,2,dark purple
1519,320.0,1,2,2,0,0,pink
1520,90.0,3,5,2,178,0,pink
1521,102.0,2,19,2,0,0,pink
1522,90.0,2,20,1,0,0,pink
1523,60.0,100,0,1,180,0,pink
1524,160.0,2,0,1,0,0,pink
1525,70.0,4,32,1,79,0,pink
1526,85.0,4,26,1,89,0,pink
1527,90.0,2,4,2,178,0,pink
1528,330.0,5,3,1,364,2,dark purple
1529,80.0,2,1,2,179,0,pink
1530,39.0,2,30,2,72,0,pink
1531,250.0,1,0,1,365,2,dark purple
1532,89.0,2,67,1,16,0,pink
1533,96.0,2,29,1,10,0,pink
1534,165.0,30,0,8,365,2,dark purple
1535,59.0,2,155,1,85,0,pink
1536,43.0,1,92,1,365,2,dark purple
1537,50.0,1,124,1,238,2,dark purple
1538,136.0,3,3,1,363,2,dark purple
1539,45.0,21,2,2,0,0,pink
1540,38.0,3,4,3,221,2,dark purple
1541,171.0,30,1,26,365,2,dark purple
1542,35.0,2,115,1,91,0,pink
1543,74.0,2,10,1,4,0,pink
1544,120.0,180,0,4,365,2,dark purple
1545,75.0,28,18,8,9,0,pink
1546,30.0,2,13,8,7,0,pink
1547,47.0,1,43,4,0,0,pink
1548,60.0,1,0,1,363,2,dark purple
1549,70.0,1,5,1,82,0,pink
1550,350.0,2,21,1,87,0,pink
1551,100.0,2,4,1,365,2,dark purple
1552,130.0,8,10,1,44,0,pink
1553,98.0,1,0,1,0,0,pink
1554,250.0,5,51,1,90,0,pink
1555,180.0,6,1,1,40,0,pink
1556,99.0,2,13,1,0,0,pink
1557,3651.0,2,157,2,290,1,purple
1558,156.0,2,31,1,0,0,pink
1559,600.0,2,6,3,90,0,pink
1560,66.0,3,4,1,2,0,pink
1561,161.0,3,22,1,274,2,dark purple
1562,40.0,4,11,1,0,0,pink
1563,186.0,3,1,1,77,0,pink
1564,104.0,1,7,18,281,2,dark purple
1565,84.0,2,7,1,0,0,pink
1566,143.0,3,113,3,179,2,dark purple
1567,190.0,3,142,3,181,2,dark purple
1568,47.0,5,10,1,35,0,pink
1569,49.0,180,4,2,327,2,dark purple
1570,52.0,2,29,3,334,2,dark purple
1571,55.0,2,52,1,326,2,dark purple
1572,99.0,2,67,1,69,0,pink
1573,132.0,2,6,1,0,0,pink
1574,102.0,2,6,1,0,0,pink
1575,160.0,2,6,1,13,0,pink
1576,112.0,1,33,18,281,2,dark purple
1577,80.0,2,30,1,0,0,pink
1578,40.0,15,0,1,0,0,pink
1579,59.0,3,4,1,289,2,dark purple
1580,60.0,1,22,1,0,0,pink
1581,41.0,2,37,2,103,0,pink
1582,290.0,3,26,2,262,2,dark purple
1583,285.0,1,1,5,279,2,dark purple
1584,750.0,2,12,3,266,2,dark purple
1585,34.0,1,4,1,89,0,pink
1586,156.0,2,0,1,0,0,pink
1587,45.0,2,25,1,0,0,pink
1588,500.0,2,1,1,0,0,pink
1589,65.0,2,12,1,364,2,dark purple
1590,130.0,3,14,1,26,0,pink
1591,100.0,5,9,1,6,0,pink
1592,78.0,2,20,1,0,0,pink
1593,44.0,1,178,1,108,0,pink
1594,108.0,1,16,2,357,2,dark purple
1595,130.0,90,0,4,365,2,dark purple
1596,90.0,27,5,4,0,0,pink
1597,25.0,2,5,1,4,0,pink
1598,200.0,2,22,1,89,0,pink
1599,59.0,2,138,2,17,0,pink
1600,55.0,2,53,1,0,0,pink
1601,50.0,5,8,1,90,0,pink
1602,175.0,2,50,1,0,0,pink
1603,65.0,1,93,4,0,0,pink
1604,39.0,5,11,4,93,0,pink
1605,50.0,7,77,1,0,0,pink
1606,60.0,2,3,1,27,0,pink
1607,75.0,90,0,1,263,2,dark purple
1608,84.0,2,10,1,0,0,pink
1609,57.0,2,10,1,0,0,pink
1610,47.0,1,147,2,83,0,pink
1611,210.0,3,8,6,362,2,dark purple
1612,210.0,3,6,6,362,2,dark purple
1613,75.0,28,0,26,180,0,pink
1614,102.0,2,2,1,0,0,pink
1615,45.0,30,2,1,95,0,pink
1616,108.0,2,9,1,0,0,pink
1617,30.0,180,9,3,268,2,dark purple
1618,84.0,2,2,1,0,0,pink
1619,30.0,180,3,3,145,0,pink
1620,39.0,90,7,3,299,2,dark purple
1621,98.0,5,73,1,91,0,pink
1622,50.0,3,12,1,7,0,pink
1623,157.0,1,18,1,39,0,pink
1624,55.0,2,33,1,33,0,pink
1625,49.0,10,2,1,31,0,pink
1626,59.0,1,20,4,0,0,pink
1627,100.0,3,0,1,89,0,pink
1628,91.0,1,80,18,281,2,dark purple
1629,31.0,90,0,1,365,2,dark purple
1630,42.0,30,8,18,302,2,dark purple
1631,380.0,2,9,1,90,0,pink
1632,62.0,2,112,1,160,0,pink
1633,89.0,3,10,1,0,0,pink
1634,96.0,2,20,1,0,0,pink
1635,120.0,2,4,1,0,0,pink
1636,76.0,1,26,1,0,0,pink
1637,101.0,30,0,26,179,0,pink
1638,145.0,1,172,8,300,2,dark purple
1639,137.0,2,1,1,90,0,pink
1640,100.0,2,8,1,131,0,pink
1641,150.0,3,24,1,0,0,pink
1642,75.0,1,0,1,365,2,dark purple
1643,84.0,2,2,1,0,0,pink
1644,96.0,2,0,1,0,0,pink
1645,42.0,3,119,1,14,0,pink
1646,96.0,1,236,4,298,2,dark purple
1647,124.0,1,242,4,296,2,dark purple
1648,55.0,1,21,1,0,0,pink
1649,55.0,2,36,1,87,0,pink
1650,244.0,2,1,1,0,0,pink
1651,120.0,2,9,2,0,0,pink
1652,59.0,5,6,2,78,0,pink
1653,42.0,30,4,18,307,2,dark purple
1654,41.0,1,11,1,0,0,pink
1655,32.0,2,39,2,95,0,pink
1656,56.0,21,13,1,0,0,pink
1657,45.0,2,9,1,0,0,pink
1658,48.0,2,1,1,89,0,pink
1659,65.0,5,14,1,0,0,pink
1660,72.0,2,3,2,0,0,pink
1661,36.0,2,22,1,50,0,pink
1662,53.0,30,0,1,362,2,dark purple
1663,309.0,3,133,3,164,2,dark purple
1664,299.0,1,24,1,0,0,pink
1665,105.0,2,35,1,0,0,pink
1666,246.0,1,96,11,276,2,dark purple
1667,96.0,2,0,1,0,0,pink
1668,50.0,14,1,2,1,0,pink
1669,119.0,80,2,1,172,0,pink
1670,349.0,2,23,2,202,2,dark purple
1671,109.0,2,0,2,179,0,pink
1672,120.0,2,2,1,0,0,pink
1673,108.0,2,20,6,0,0,pink
1674,210.0,3,8,6,362,2,dark purple
1675,210.0,3,28,6,359,2,dark purple
1676,110.0,2,0,1,0,0,pink
1677,150.0,1,1,1,90,0,pink
1678,110.0,20,10,1,179,0,pink
1679,45.0,7,3,1,0,0,pink
1680,108.0,1,14,18,281,2,dark purple
1681,189.0,3,10,6,362,2,dark purple
1682,333.0,3,27,1,231,2,dark purple
1683,80.0,3,42,1,102,0,pink
1684,65.0,2,3,1,364,2,dark purple
1685,90.0,4,0,1,0,0,pink
1686,45.0,1,55,1,345,2,dark purple
1687,90.0,3,1,1,8,0,pink
1688,230.0,1,7,1,178,2,dark purple
1689,98.0,1,37,1,0,0,pink
1690,290.0,5,3,1,11,0,pink
1691,60.0,2,4,6,358,2,dark purple
1692,79.0,3,5,1,33,0,pink
1693,89.0,3,1,1,0,0,pink
1694,180.0,1,113,1,3,0,pink
1695,40.0,13,7,1,0,0,pink
1696,69.0,5,11,1,308,2,dark purple
1697,120.0,2,6,1,0,0,pink
1698,114.0,2,0,1,0,0,pink
1699,75.0,3,7,1,83,0,pink
1700,63.0,2,115,1,128,0,pink
1701,188.0,2,22,2,0,0,pink
1702,60.0,28,14,1,0,0,pink
1703,60.0,1,0,1,31,0,pink
1704,55.0,7,2,2,87,0,pink
1705,70.0,7,1,6,87,0,pink
1706,120.0,2,4,1,0,0,pink
1707,90.0,4,18,1,0,0,pink
1708,70.0,2,0,6,90,0,pink
1709,54.0,2,15,1,16,0,pink
1710,34.0,2,4,8,4,0,pink
1711,85.0,3,25,1,364,2,dark purple
1712,96.0,2,6,1,0,0,pink
1713,49.0,3,17,1,141,0,pink
1714,94.0,2,64,1,18,0,pink
1715,109.0,3,67,1,99,0,pink
1716,120.0,7,1,1,0,0,pink
1717,240.0,2,0,1,0,0,pink
1718,70.0,1,1,1,180,0,pink
1719,35.0,2,19,8,346,2,dark purple
1720,83.0,1,28,1,193,2,dark purple
1721,35.0,1,36,8,346,2,dark purple
1722,85.0,4,6,1,1,0,pink
1723,85.0,3,16,1,0,0,pink
1724,36.0,6,0,1,362,2,dark purple
1725,29.0,1,27,1,0,0,pink
1726,120.0,1,28,2,179,0,pink
1727,40.0,180,0,1,268,2,dark purple
1728,134.0,1,71,1,0,0,pink
1729,50.0,1,6,1,357,2,dark purple
1730,64.0,2,0,1,0,0,pink
1731,72.0,1,28,1,10,0,pink
1732,55.0,14,3,2,87,0,pink
1733,177.0,2,25,2,363,2,dark purple
1734,35.0,4,1,2,88,0,pink
1735,132.0,2,0,1,0,0,pink
1736,175.0,1,0,2,179,2,dark purple
1737,80.0,2,2,1,0,0,pink
1738,113.0,2,77,1,242,2,dark purple
1739,60.0,1,27,8,345,2,dark purple
1740,39.0,24,2,1,0,0,pink
1741,75.0,2,2,6,88,0,pink
1742,75.0,1,0,6,179,0,pink
1743,75.0,3,3,6,179,0,pink
1744,125.0,4,14,1,56,0,pink
1745,108.0,2,18,1,0,0,pink
1746,250.0,3,0,1,83,0,pink
1747,51.0,3,26,1,58,0,pink
1748,360.0,1,2,2,179,2,dark purple
1749,400.0,1,0,1,180,2,dark purple
1750,179.0,4,9,1,82,0,pink
1751,145.0,3,9,1,172,0,pink
1752,200.0,1,0,1,363,2,dark purple
1753,53.0,1,3,4,0,0,pink
1754,90.0,2,5,1,0,0,pink
1755,72.0,1,1,1,0,0,pink
1756,70.0,2,1,10,18,0,pink
1757,65.0,1,90,2,44,0,pink
1758,34.0,1,27,1,87,0,pink
1759,54.0,2,16,1,0,0,pink
1760,60.0,3,5,1,52,0,pink
1761,108.0,2,3,1,0,0,pink
1762,119.0,2,3,1,0,0,pink
1763,133.0,1,5,1,0,0,pink
1764,150.0,3,3,1,17,0,pink
1765,150.0,2,0,10,18,0,pink
1766,87.0,2,25,1,0,0,pink
1767,102.0,2,0,1,0,0,pink
1768,147.0,2,89,1,136,0,pink
1769,49.0,100,2,1,144,0,pink
1770,50.0,2,32,1,0,0,pink
1771,45.0,2,11,1,0,0,pink
1772,72.0,2,17,2,49,0,pink
1773,60.0,7,1,1,364,2,dark purple
1774,42.0,3,20,3,162,0,pink
1775,200.0,2,2,1,362,2,dark purple
1776,144.0,2,1,1,0,0,pink
1777,130.0,1,2,1,364,2,dark purple
1778,600.0,1,0,1,179,2,dark purple
1779,170.0,1,11,1,270,2,dark purple
1780,120.0,2,25,1,31,0,pink
1781,69.0,7,15,1,0,0,pink
1782,70.0,2,27,1,172,0,pink
1783,82.0,1,66,2,88,0,pink
1784,134.0,2,2,2,365,2,dark purple
1785,164.0,1,3,1,83,0,pink
1786,99.0,1,15,1,90,0,pink
1787,289.0,3,0,1,89,0,pink
1788,162.0,2,19,1,0,0,pink
1789,210.0,2,43,1,345,2,dark purple
1790,94.0,2,2,1,0,0,pink
1791,140.0,2,3,1,87,0,pink
1792,70.0,1,17,1,363,2,dark purple
1793,55.0,2,52,1,0,0,pink
1794,83.0,3,0,1,0,0,pink
1795,131.0,2,0,1,0,0,pink
1796,5000.0,2,1,2,87,1,purple
1797,110.0,1,4,1,365,2,dark purple
1798,60.0,2,0,10,18,0,pink
1799,35.0,14,0,1,0,0,pink
1800,186.0,5,8,1,143,0,pink
1801,247.0,2,49,1,330,2,dark purple
1802,58.0,6,7,1,81,0,pink
1803,50.0,1,0,2,364,2,dark purple
1804,90.0,2,3,1,0,0,pink
1805,63.0,30,14,1,358,2,dark purple
1806,45.0,1,6,2,90,0,pink
1807,99.0,175,0,11,38,0,pink
1808,39.0,2,3,2,89,0,pink
1809,600.0,1,1,1,365,2,dark purple
1810,350.0,1,0,1,90,0,pink
1811,65.0,2,16,1,326,2,dark purple
1812,65.0,11,15,1,89,0,pink
1813,25.0,4,75,1,81,0,pink
1814,105.0,2,3,5,365,2,dark purple
1815,58.0,2,4,1,0,0,pink
1816,200.0,1,0,1,88,0,pink
1817,96.0,2,0,1,0,0,pink
1818,96.0,2,1,1,0,0,pink
1819,448.0,5,4,1,0,0,pink
1820,110.0,6,9,1,155,0,pink
1821,540.0,3,5,1,0,0,pink
1822,79.0,14,21,1,115,0,pink
1823,80.0,1,4,1,88,0,pink
1824,263.0,2,0,1,0,0,pink
1825,112.0,2,11,1,88,0,pink
1826,37.0,3,26,2,12,0,pink
1827,148.0,2,4,2,0,0,pink
1828,110.0,2,15,1,0,0,pink
1829,112.0,2,60,1,50,0,pink
1830,400.0,1,0,1,89,0,pink
1831,80.0,1,31,1,0,0,pink
1832,280.0,1,9,7,39,0,pink
1833,60.0,18,0,1,89,0,pink
1834,130.0,1,3,1,90,0,pink
1835,104.0,3,10,1,357,2,dark purple
1836,175.0,1,5,1,89,0,pink
1837,55.0,2,2,1,88,0,pink
1838,159.0,4,12,1,163,0,pink
1839,75.0,1,12,1,89,0,pink
1840,125.0,1,1,1,364,2,dark purple
1841,132.0,2,2,1,0,0,pink
1842,75.0,2,19,1,338,2,dark purple
1843,180.0,2,16,1,0,0,pink
1844,60.0,14,1,1,0,0,pink
1845,220.0,2,0,10,18,0,pink
1846,76.0,1,6,1,0,0,pink
1847,160.0,7,6,1,26,0,pink
1848,40.0,3,27,1,16,0,pink
1849,38.0,5,54,4,95,0,pink
1850,36.0,2,6,1,0,0,pink
1851,302.0,3,168,5,171,2,dark purple
1852,285.0,2,0,1,88,0,pink
1853,100.0,1,2,1,88,0,pink
1854,200.0,30,0,26,114,0,pink
1855,65.0,3,4,1,0,0,pink
1856,150.0,10,8,2,347,2,dark purple
1857,72.0,2,41,1,178,0,pink
1858,180.0,7,4,2,86,0,pink
1859,118.0,3,2,5,176,0,pink
1860,50.0,1,29,1,263,2,dark purple
1861,90.0,2,3,1,362,2,dark purple
1862,130.0,1,47,1,180,2,dark purple
1863,40.0,1,16,1,179,0,pink
1864,39.0,3,14,1,70,0,pink
1865,89.0,7,14,2,179,0,pink
1866,75.0,60,0,1,365,2,dark purple
1867,145.0,2,9,1,0,0,pink
1868,100.0,2,3,1,83,0,pink
1869,139.0,1,13,2,365,2,dark purple
1870,72.0,2,7,1,0,0,pink
1871,107.0,1,4,1,0,0,pink
1872,77.0,3,6,1,0,0,pink
1873,89.0,3,2,1,87,0,pink
1874,300.0,2,6,1,86,0,pink
1875,45.0,90,51,1,2,0,pink
1876,90.0,3,1,1,365,2,dark purple
1877,100.0,1,1,2,269,2,dark purple
1878,140.0,1,17,1,364,2,dark purple
1879,200.0,2,4,1,90,0,pink
1880,100.0,10,0,1,88,0,pink
1881,110.0,2,19,1,89,0,pink
1882,39.0,2,98,1,73,0,pink
1883,160.0,2,6,1,88,0,pink
1884,37.0,10,17,1,49,0,pink
1885,100.0,2,4,1,89,0,pink
1886,180.0,4,1,1,162,0,pink
1887,35.0,1,256,1,0,0,pink
1888,350.0,2,4,1,178,2,dark purple
1889,50.0,2,13,2,34,0,pink
1890,80.0,21,2,1,61,0,pink
1891,8000.0,1,4,2,83,1,purple
1892,79.0,3,8,1,89,0,pink
1893,34.0,1,6,1,0,0,pink
1894,240.0,1,0,1,87,0,pink
1895,79.0,1,5,1,364,2,dark purple
1896,49.0,1,1,1,0,0,pink
1897,150.0,1,0,1,90,0,pink
1898,65.0,1,29,1,0,0,pink
1899,68.0,2,3,1,83,0,pink
1900,100.0,2,18,1,82,0,pink
1901,85.0,2,13,3,269,2,dark purple
1902,109.0,2,5,1,9,0,pink
1903,160.0,2,5,3,88,0,pink
1904,77.0,7,0,1,87,0,pink
1905,170.0,2,1,1,88,0,pink
1906,48.0,2,9,1,0,0,pink
1907,80.0,1,4,1,88,0,pink
1908,216.0,2,1,1,180,2,dark purple
1909,300.0,2,0,10,18,0,pink
1910,40.0,1,18,1,213,2,dark purple
1911,98.0,1,1,1,88,0,pink
1912,500.0,2,5,1,0,0,pink
1913,79.0,3,0,1,0,0,pink
1914,120.0,2,15,1,0,0,pink
1915,95.0,2,0,2,180,0,pink
1916,150.0,2,3,1,363,2,dark purple
1917,46.0,5,2,1,21,0,pink
1918,250.0,1,6,1,362,2,dark purple
1919,150.0,1,1,1,88,0,pink
1920,140.0,1,2,1,179,2,dark purple
1921,50.0,2,150,1,0,0,pink
1922,60.0,3,4,1,83,0,pink
1923,280.0,90,1,1,178,2,dark purple
1924,140.0,3,1,1,178,0,pink
1925,100.0,1,0,2,269,2,dark purple
1926,50.0,1,2,2,89,0,pink
1927,42.0,2,67,1,0,0,pink
1928,299.0,1,0,1,180,2,dark purple
1929,80.0,5,10,1,10,0,pink
1930,110.0,4,1,1,0,0,pink
1931,107.0,2,19,1,0,0,pink
1932,150.0,3,0,1,358,2,dark purple
1933,1000.0,1,2,1,180,2,dark purple
1934,39.0,1,57,1,0,0,pink
1935,175.0,1,11,1,82,0,pink
1936,249.0,2,8,1,180,2,dark purple
1937,70.0,5,1,1,0,0,pink
1938,60.0,1,8,2,90,0,pink
1939,850.0,1,2,2,88,2,dark purple
1940,50.0,15,8,1,0,0,pink
1941,60.0,5,1,1,87,0,pink
1942,84.0,2,2,1,0,0,pink
1943,80.0,3,1,1,0,0,pink
1944,64.0,5,12,1,0,0,pink
1945,110.0,1,50,11,241,2,dark purple
1946,125.0,7,1,1,363,2,dark purple
1947,800.0,3,12,3,0,0,pink
1948,120.0,1,9,7,0,0,pink
1949,72.0,12,0,2,363,2,dark purple
1950,130.0,2,47,1,86,0,pink
1951,78.0,2,8,1,0,0,pink
1952,65.0,1,11,2,365,2,dark purple
1953,42.0,150,0,1,106,0,pink
1954,138.0,2,6,6,0,0,pink
1955,189.0,1,64,2,15,0,pink
1956,156.0,2,5,1,0,0,pink
1957,119.0,1,6,1,364,2,dark purple
1958,35.0,2,0,1,89,0,pink
1959,195.0,2,7,1,261,2,dark purple
1960,85.0,1,4,1,89,0,pink
1961,100.0,1,21,1,23,0,pink
1962,120.0,2,8,1,90,0,pink
1963,800.0,3,4,3,0,0,pink
1964,110.0,1,0,1,83,0,pink
1965,80.0,10,6,1,0,0,pink
1966,45.0,28,7,1,82,0,pink
1967,150.0,3,2,1,88,0,pink
1968,103.0,1,214,4,315,2,dark purple
1969,61.0,1,12,1,5,0,pink
1970,35.0,2,0,1,267,2,dark purple
1971,102.0,2,0,1,0,0,pink
1972,50.0,1,26,1,0,0,pink
1973,99.0,3,1,1,83,0,pink
1974,165.0,3,130,5,185,2,dark purple
1975,40.0,1,1,1,0,0,pink
1976,148.0,4,1,2,82,0,pink
1977,49.0,1,18,2,177,0,pink
1978,130.0,4,16,2,261,2,dark purple
1979,150.0,1,0,1,179,2,dark purple
1980,250.0,2,6,1,365,2,dark purple
1981,110.0,1,11,1,80,0,pink
1982,40.0,3,6,2,0,0,pink
1983,149.0,4,24,1,136,0,pink
1984,100.0,1,6,2,179,0,pink
1985,49.0,1,21,1,83,0,pink
1986,150.0,21,1,1,357,2,dark purple
1987,119.0,2,9,1,178,0,pink
1988,70.0,1,5,2,180,0,pink
1989,108.0,1,5,1,82,0,pink
1990,100.0,2,2,1,178,0,pink
1991,179.0,4,17,1,3,0,pink
1992,290.0,3,1,1,62,0,pink
1993,55.0,1,87,1,0,0,pink
1994,120.0,1,1,1,365,2,dark purple
1995,29.0,15,3,1,90,0,pink
1996,65.0,2,3,1,365,2,dark purple
1997,57.0,4,14,1,343,2,dark purple
1998,101.0,1,2,1,1,0,pink
1999,400.0,3,1,1,358,2,dark purple
2000,100.0,1,7,1,365,2,dark purple
2001,55.0,1,19,1,365,2,dark purple
2002,108.0,2,0,1,0,0,pink
2003,80.0,4,1,1,155,0,pink
2004,350.0,2,2,1,270,2,dark purple
2005,249.0,1,25,1,0,0,pink
2006,116.0,3,59,1,21,0,pink
2007,56.0,4,13,1,0,0,pink
2008,99.0,4,1,1,87,0,pink
2009,84.0,2,5,1,0,0,pink
2010,60.0,1,16,2,0,0,pink
2011,72.0,2,17,1,13,0,pink
2012,290.0,1,2,1,178,2,dark purple
2013,150.0,2,1,2,363,2,dark purple
2014,102.0,2,3,2,0,0,pink
2015,95.0,2,2,2,0,0,pink
2016,107.0,2,9,1,0,0,pink
2017,67.0,2,11,1,363,2,dark purple
2018,70.0,7,5,2,89,0,pink
2019,70.0,15,0,2,149,0,pink
2020,107.0,2,3,1,0,0,pink
2021,186.0,2,5,1,88,0,pink
2022,140.0,1,2,1,89,0,pink
2023,200.0,1,6,1,364,2,dark purple
2024,75.0,2,0,1,89,0,pink
2025,80.0,1,9,1,178,0,pink
2026,168.0,2,0,1,0,0,pink
2027,99.0,2,9,1,90,0,pink
2028,100.0,2,8,2,0,0,pink
2029,200.0,1,7,1,357,2,dark purple
2030,131.0,2,13,1,0,0,pink
2031,69.0,5,2,1,89,0,pink
2032,60.0,2,2,1,89,0,pink
2033,100.0,1,2,1,364,2,dark purple
2034,79.0,1,5,4,14,0,pink
2035,150.0,1,9,1,178,2,dark purple
2036,100.0,1,15,1,176,0,pink
2037,250.0,1,1,1,89,0,pink
2038,60.0,1,2,1,365,2,dark purple
2039,50.0,1,19,2,90,0,pink
2040,95.0,2,18,2,176,0,pink
2041,55.0,2,27,1,1,0,pink
2042,87.0,1,3,1,82,0,pink
2043,300.0,2,5,1,180,2,dark purple
2044,80.0,5,0,1,87,0,pink
2045,100.0,1,14,1,364,2,dark purple
2046,100.0,1,4,1,364,2,dark purple
2047,85.0,1,15,1,0,0,pink
2048,40.0,2,12,1,347,2,dark purple
2049,190.0,29,24,1,89,0,pink
2050,200.0,1,0,1,180,2,dark purple
2051,90.0,2,2,1,0,0,pink
2052,69.0,1,3,1,89,0,pink
2053,255.0,3,0,1,177,2,dark purple
2054,460.0,1,1,1,365,2,dark purple
2055,68.0,3,1,1,89,0,pink
2056,72.0,2,19,1,0,0,pink
2057,130.0,1,23,1,0,0,pink
2058,130.0,2,0,1,89,0,pink
2059,175.0,1,0,1,58,0,pink
2060,120.0,2,4,1,0,0,pink
